"","mriver","riversd","mgw","gwsd","mprecip","precipsd","site_number"
"1",0.557424601814726,0.270598168095098,0.282247535090803,0.263426054323013,0.160327863094471,0.0666931239394678,21
"2",0.659543122251542,0.277006173743177,0.27784249532733,0.273411457581557,0.0626143824211282,0.0364390812734967,24
"3",0.664363464332595,0.290140683208138,0.272941585934934,0.287591662149732,0.0626949497324717,0.0370162722513013,30
"4",0.0536867868995031,0.04383516481289,0.645545248332491,0.108056232292928,0.300767964768006,0.0980383699389529,31
"5",0.647677105788932,0.298816933503688,0.285940158385822,0.294102875198139,0.066382735825246,0.0386819979799937,32
"6",0.0398662160090972,0.0266524501815645,0.879972832223102,0.0599136064867539,0.0801609517678006,0.0528460777007543,35
"7",0.660993349891666,0.319166978450627,0.286296801262367,0.317127115836914,0.052709848845967,0.0328732896747977,36
"8",0.46174116001496,0.389630416893576,0.456286416472435,0.385493826503157,0.0819724235126046,0.0495294533930026,38
"9",0.322994784129207,0.337862366602256,0.507459440865874,0.342620092369714,0.169545775004919,0.0771061439726399,39
"10",0.310157266914017,0.229355405193986,0.600787655928584,0.222775206504681,0.0890550771573997,0.049014176298508,43
"11",0.0273392762041932,0.0164658620059494,0.429969217276836,0.0645370248838278,0.542691506518971,0.0635405410036497,47
"12",0.0265757538988077,0.0161137329566346,0.27410395597476,0.0334217746105231,0.699320290126432,0.0333441965295655,48
"13",0.0461005089183847,0.0296306257914876,0.680695614143062,0.109217169502669,0.273203876938554,0.104980821215556,49
"14",0.523051211552937,0.320915016208136,0.422385099316367,0.315522853044444,0.054563689130696,0.0326005889045847,51
"15",0.66463744328455,0.319398753144398,0.280742432025059,0.315410283828217,0.0546201246903914,0.0332296819207946,59
"16",0.0534095168937068,0.0363373757817043,0.808025631423082,0.0858225635856064,0.138564851683211,0.0772896985266884,62
"17",0.169871257219201,0.275992633813013,0.66530763489439,0.29709827061984,0.164821107886409,0.0886993279575481,63
"18",0.624019209153365,0.316374348270184,0.307159160399886,0.310952260496481,0.0688216304467492,0.0404308713787014,64
"19",0.61625747792185,0.35339884304488,0.325842260339231,0.348610794718261,0.0579002617389185,0.0350134930687525,68
"20",0.127985365960071,0.227946575405406,0.728972756806426,0.234057854713796,0.143041877233503,0.0789478240008362,69
"21",0.576309163923846,0.384988343749996,0.366455650857403,0.381928680892702,0.0572351852187507,0.0350926111096444,70
"22",0.605752344093708,0.323791265461559,0.342377760061773,0.319579160041647,0.0518698958445188,0.0310602816478752,71
"23",0.669753929280001,0.338286422810916,0.288882466148435,0.334434076801589,0.0413636045715643,0.025781029507826,80
"24",0.0815491228683401,0.14607131976561,0.755905724205895,0.16103799324833,0.162545152925765,0.0846668616465484,110
"25",0.502055803479191,0.336339954656724,0.444560135523592,0.331654557363076,0.0533840609972167,0.0324407236616369,125
"26",0.0368083797699377,0.0226022037573346,0.570888015540428,0.104179154094423,0.392303604689634,0.10103586489294,126
"27",0.0470730381429672,0.0308168103768681,0.814953788977888,0.0877481060676105,0.137973172879145,0.0807410468798661,127
"28",0.0525816154569323,0.0331002280464981,0.599345689181796,0.0852335337485136,0.348072695361272,0.0805633081795612,128
"29",0.355110301368992,0.266861074888319,0.566845293572802,0.259155216887853,0.0780444050582058,0.0447578438735328,129
"30",0.677605284421531,0.300829240954499,0.274207932485808,0.298086925591091,0.0481867830926608,0.0288740323438964,131
"31",0.447695217153746,0.307046292010883,0.479899435344455,0.300322199778436,0.0724053475017996,0.0417461146267767,132
"32",0.59425661346259,0.320313848235581,0.324358456987129,0.314131665169407,0.0813849295502811,0.0455175342780412,133
"33",0.679784244430649,0.302400560093227,0.270321117338566,0.299204818090278,0.0498946382307845,0.0308111903703533,134
"34",0.0981121529695881,0.0789440296715544,0.854873578153365,0.0833344886554303,0.0470142688770473,0.029934891068157,135
"35",0.144572177929613,0.159348543746661,0.627719824794242,0.167408288176277,0.227707997276145,0.0801930373707959,136
"36",0.0428850220942844,0.0275093493032209,0.293178779681279,0.0497613446290423,0.663936198224437,0.0485724830062883,137
"37",0.492114922214395,0.19605629974,0.300459656652197,0.181903597721315,0.207425421133408,0.0705940499269101,154
