"","mriver","riversd","mgw","gwsd","mprecip","precipsd","site_number"
"1",0.444160498686227,0.171442514886377,0.25955034636237,0.160280372751597,0.296289154951403,0.0713035595768294,21
"2",0.627759388003366,0.234067841889666,0.286837055629112,0.228669142379465,0.0854035563675223,0.0454043983064475,24
"3",0.632166108713069,0.252509282203575,0.28634263924562,0.24974854419071,0.0814912520413107,0.0452376548335591,30
"4",0.0546407391768134,0.0332340695956011,0.310565129708212,0.0500693121653987,0.634794131114974,0.0508909653791912,31
"5",0.577989341712257,0.215036765252904,0.294925794467325,0.207682611699127,0.127084863820418,0.0587773335826238,32
"6",0.0339580477631245,0.0203509399495122,0.691017601809302,0.0957785225577168,0.275024350427574,0.0948914953338643,35
"7",0.612148811359739,0.230868499348526,0.287731057970348,0.22638359779766,0.100120130669913,0.0505966223757147,36
"8",0.30777470504802,0.165081253056566,0.310008393148381,0.147332827652239,0.382216901803599,0.0814572718208865,38
"9",0.204506041733064,0.116638541921349,0.243928688749854,0.0965693108212596,0.551565269517083,0.076050685517959,39
"10",0.345758168316497,0.178666195594829,0.512416839497246,0.169879308585105,0.141824992186256,0.0622992155539737,43
"11",0.015969749969653,0.00924685714370112,0.268429651500293,0.0271667527862066,0.715600598530054,0.0278582987014669,47
"12",0.0119924058350779,0.00722114922147501,0.395247405718104,0.332946271900617,0.592760188446818,0.331788023811309,48
"13",0.04040802953789,0.0242534928689456,0.354206189445812,0.048470815029959,0.605385781016298,0.0487094769790687,49
"14",0.527316046348265,0.229324616422062,0.387334431170049,0.220820285172782,0.0853495224816857,0.0447164850318631,51
"15",0.616009904386306,0.242431936911474,0.290815578477388,0.238092219794419,0.0931745171363059,0.048301089680824,59
"16",0.0518869748685249,0.0311538235143141,0.48317538545865,0.0654829558890732,0.464937639672825,0.0643230460806669,62
"17",0.0843925954226384,0.054113615859586,0.200533904175325,0.0524816722182332,0.715073500402037,0.0536265852472841,63
"18",0.541875325885563,0.206289761941131,0.294127611076564,0.195030055480678,0.163997063037873,0.0646920325471909,64
"19",0.535626478996392,0.207201981430762,0.295379868556025,0.196857892754361,0.168993652447583,0.066779865037141,68
"20",0.0870509033742951,0.0555214696661875,0.310483462556825,0.0660096859151462,0.60246563406888,0.062188157329336,69
"21",0.513942305682103,0.206603624663901,0.269387781501684,0.196977807573562,0.216669912816213,0.0746780386063721,70
"22",0.584510273400073,0.230432746779166,0.331266022474277,0.223922219540492,0.0842237041256504,0.0446595071582099,71
"23",0.663833378116041,0.272710603439231,0.281343900090748,0.270076910996276,0.0548227217932113,0.0323713138153795,80
"24",0.0802834683192645,0.0486500781037852,0.326825725217831,0.0622604743783513,0.592890806462904,0.0600657926751721,110
"25",0.515280843293704,0.228112862536588,0.393522569166998,0.219129233861604,0.0911965875392983,0.0478524880214068,125
"26",0.0277046320013098,0.0161534933885946,0.305359568563525,0.038321920780521,0.666935799435165,0.039065738268915,126
"27",0.0493374729281331,0.0304853625504418,0.385201029052533,0.05927557732358,0.565461498019334,0.0584643504987528,127
"28",0.039112751650221,0.023085079168387,0.441158242993804,0.0555710237078526,0.519729005355975,0.0541984838095288,128
"29",0.397312536444043,0.191484262572449,0.465616765599922,0.181683356586806,0.137070697956036,0.0599727156229138,129
"30",0.672004569913863,0.262911000176558,0.270401176968677,0.259731061103135,0.0575942531174596,0.0336192254003951,131
"31",0.447155793096006,0.204259951991649,0.409955767785733,0.191675793949146,0.142888439118261,0.0614178316319489,132
"32",0.479908776489559,0.195519560758404,0.306791127543346,0.18029083625161,0.213300095967095,0.0715266987261199,133
"33",0.668613783609761,0.275969043246919,0.274662212489398,0.273061319154669,0.0567240039008415,0.0336171778335334,134
"34",0.23589853976753,0.139901637631101,0.672180589187622,0.137630704741915,0.0919208710448482,0.0488042343485249,135
"35",0.148645582073828,0.0862821689175613,0.395917129886305,0.0870394736945056,0.455437288039866,0.0675385615835296,136
"36",0.0206067971717058,0.0121766646844596,0.201011172860541,0.0240754214514857,0.778382029967753,0.0252656612750278,137
"37",0.486014858429681,0.199799786525629,0.308157075383718,0.184439636659894,0.205828066186601,0.0706618542688926,154
