"","Site.Number","date","starO","starH","sslO","sslH","EO","EH","slope","input","IO","IH","EI"
"38","51","2020-05-09","0.00529203287296452","-0.0261393143233222","-0.00451811294281293","-0.077023944869705","-0.0397076356315389","-0.227155326764067","3.98103277317151","-64.459929952879","-18.5271304169449","-138.217043335559","0.159924986656336"
"39","51","2020-06-09","0.00106077269041421","-0.049991593090272","-0.00593288536195367","-0.0844247098815173","-0.0480830710908643","-0.269301847753477","4.17997421342231","-66.3094628690695","-19.9761643330251","-149.809314664201","0.0672405519807581"
"40","51","2020-10-09","0.00524897267562893","-0.0319664232440028","-0.00469692875824693","-0.080409105357039","-0.0362118404659091","-0.210691201285129","4.05482022416875","-64.1425356252807","-18.7931957066922","-140.345565653537","0.240747716596647"
"41","59","2020-05-07","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0382230682272819","-0.217377777632852","3.55528568608177","-68.2404111056154","-17.6030236320504","-130.824189056403","0.153113733592762"
"42","59","2020-06-03","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0477968286799979","-0.269295721936678","3.31569191228313","-82.1520070679391","-19.6724906522649","-147.379925218119","0.0600728876396013"
"43","59","2020-10-08","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.0372139878668651","-0.211263210819043","3.44768033860754","-70.8943953441463","-17.7699285993028","-132.159428794422","0.171323332679505"
"44","62","2020-05-07","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0401220251574339","-0.239588292215143","3.57742605536842","-75.5560627255305","-19.3453097215897","-144.762477772717","0.182406151925035"
"45","62","2020-06-05","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0363321212365246","-0.221087438260872","3.49107570401044","-74.4199425380997","-18.7228564944385","-139.782851955508","0.230771820568976"
"46","62","2020-10-08","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.0357363607245439","-0.219193039443896","4.0539788304615","-69.0484171092589","-20.0324361459277","-150.259489167422","0.306558578235644"
"47","63","2020-05-08","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0360739493063315","-0.217168441962897","4.58300424253905","-58.2117551439701","-19.9624933671723","-149.699946937378","0.303858830404904"
"48","63","2020-06-05","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0344450329763813","-0.214053062206583","4.34247078354646","-63.2171963411244","-20.0182122980055","-150.145698384044","0.336241141476391"
"49","64","2020-05-08","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0385983112134796","-0.223532246329547","4.39640157513402","-58.7845218851184","-19.0877322540945","-142.701858032756","0.205540690897502"
"50","64","2020-06-05","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0455090572961255","-0.259644461957757","3.94158238603074","-70.4325152613377","-19.8186886890312","-148.54950951225","0.0991859113595435"
"51","64","2020-10-09","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.030116899925716","-0.186236962681894","6.57332296395852","-36.7142430413189","-32.7433903127327","-251.947122501862","1.13443741827021"
"52","68","2020-05-08","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0471493028989542","-0.265524981722643","3.68823945685436","-74.9193376679924","-19.694817654702","-147.558541237616","0.0645609083536205"
"53","68","2020-06-05","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0447593920968905","-0.260292680911565","3.97037702820482","-71.3647036289794","-20.191641798372","-151.533134386976","0.124437542563829"
"54","68","2020-10-09","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.0447364533186825","-0.240363499350611","4.02299525898891","-63.4665511186998","-18.4728346841302","-137.782677473041","0.0493307869964091"
"55","69","2020-05-07","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.0335154744004382","-0.207528534361441","4.7893378344282","-56.3268668645751","-20.6583139066463","-155.266511253171","0.407789979313747"
"56","69","2020-06-05","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0362028686159668","-0.221579604503578","4.65431610321496","-59.2237073779517","-20.6904505965046","-155.523604772036","0.320014581217328"
"57","69","2020-10-08","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.0363296504104759","-0.212728618205811","4.09458495543108","-64.3218179202179","-19.0304531201041","-142.243624960832","0.247031098132235"
"58","70","2020-05-06","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0408411392309851","-0.236926483137995","3.93484686264964","-68.1564184994845","-19.2259469345419","-143.807575476335","0.158979214805229"
"59","70","2020-06-05","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0429394901899109","-0.254974167877589","3.95288847384253","-72.6294378016584","-20.4168917183537","-153.33513374683","0.160215264642508"
"60","70","2020-10-07","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0471490626044365","-0.25283228816043","3.30213076548084","-78.6810069917007","-18.8768572654359","-141.014858123487","0.019995702229408"
"61","71","2020-05-06","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0321764375496929","-0.199811268854865","4.95197960507879","-53.8940710744573","-20.9624814784446","-157.699851827557","0.462068468796315"
"62","71","2020-06-04","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0476701361023249","-0.268106603719555","4.11623349056736","-67.9336088443159","-20.0665021069201","-150.532016855361","0.0712144150226337"
"63","71","2020-10-08","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0318130839303446","-0.190308239658318","3.82790554235795","-65.2004815400014","-18.0246354207672","-134.197083366138","0.322870319803075"
"64","80","2020-05-10","0.00532254721462103","-0.0258145368207972","-0.00449138637926362","-0.0767554295274358","-0.0373244940922127","-0.218477590263733","5.15391537360592","-48.6329165324724","-20.6012554892856","-154.810043914285","0.300121670775309"
"65","80","2020-06-09","0.00109115859763115","-0.0496747701993679","-0.0059057820691156","-0.0841536307668729","-0.0500829489167858","-0.280489285681742","4.03422375948413","-70.3548445788494","-20.2620722162572","-152.096577730057","0.0496231356736064"
"66","80","2020-10-09","0.00527948571024874","-0.031643589052169","-0.00467026276045053","-0.0801419980501812","-0.0396750492735626","-0.216319031450467","4.24679025907297","-57.63750416572","-18.0212428386733","-134.169942709386","0.129496943031058"
"67","110","2020-05-07","0.0052335150099797","-0.0262843494219489","-0.00459781761258882","-0.0773805838187365","-0.042464451071274","-0.242707393697481","3.68686945616552","-71.6386747599547","-18.9279396786762","-141.423517429409","0.119289248268334"
"68","110","2020-06-03","0.0010025011283007","-0.0501330759173528","-0.00600989129668349","-0.0847521776197787","-0.0362028686159668","-0.220343186869462","4.35338442268293","-62.7381825802756","-19.9467646199744","-149.574116959795","0.287415174757341"
"69","110","2020-10-08","0.00519045731917022","-0.0321105905231053","-0.00477696676814741","-0.0807667970552259","-0.0421170233845675","-0.239448918853905","3.74065890342168","-72.2338970794584","-19.3067179206474","-144.453743365179","0.12861347415964"
"70","125","2020-05-11","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0377368563451678","-0.219467888263697","4.4288411952089","-58.3827125359975","-19.148605893486","-143.188847147888","0.224256660923087"
"71","125","2020-06-04","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0472306771924285","-0.266522068499135","4.0295512606085","-69.5145785863808","-20.0265974466571","-150.212779573257","0.0762833883913105"
"72","125","2020-10-07","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0307160577186213","-0.187148779760605","6.41417602635373","-37.2106307511632","-29.7704105472766","-228.163284378213","0.952133812078646"
"73","126","2020-05-11","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0391809732920498","-0.2246384793116","3.69030116950846","-68.6827601473831","-18.2571365754597","-136.057092603678","0.155308252530168"
"74","126","2020-06-04","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.030298583899362","-0.190800491450582","6.57407295542417","-35.7931607105866","-32.1146589404991","-246.917271523992","1.09523911427937"
"75","126","2020-10-08","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0322832380210832","-0.19351966435698","3.98136210381892","-64.1523178694714","-18.4521023752696","-137.616819002157","0.329342190024962"
"76","127","2020-05-11","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0420919491849773","-0.242683214061774","3.91470982443104","-69.0582028546769","-19.3519185803409","-144.815348642727","0.138698796618565"
"77","127","2020-06-04","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0343571161848757","-0.21370422781847","6.04034794412186","-41.8435463152401","-26.4554853805456","-201.643883044365","0.633456036671834"
"78","127","2020-10-08","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0334922056829824","-0.200618056166645","4.63444804940874","-57.4497337972134","-20.0412101157327","-150.329680925861","0.368266690284684"
"79","128","2020-05-11","0.00388543279431688","-0.0364277248590479","-0.00599779349375094","-0.0875987805295782","-0.0392912368783802","-0.223683244315898","4.03291777678726","-64.9829415705123","-18.9012824417306","-141.210259533844","0.157134687277101"
"80","128","2020-06-09","-0.000339907028068492","-0.060028014774023","-0.0074001478558539","-0.0948158362154061","-0.0330152098423858","-0.193986027325252","4.3701487437972","-59.1004693055123","-19.0367220109726","-142.293776087781","0.30230389692047"
"81","128","2020-10-08","0.0038424328466152","-0.0421932729325826","-0.0061777305578454","-0.0909540313143739","-0.0417455723925554","-0.22998726047149","3.54797850482458","-73.927395100298","-18.8515251310553","-140.812201048443","0.0924270456492557"
"82","129","2020-05-11","0.00519160880946832","-0.0264397369199246","-0.00468083394750948","-0.0779088734317037","-0.0492791379414638","-0.266632035347434","4.01008445820591","-65.9508155640572","-19.0356950588246","-142.285560470597","0.00903351396600253"
"83","129","2020-06-03","0.000960771310404344","-0.0502846575876848","-0.00608785598797953","-0.0852304917933914","-0.0465027848362255","-0.259792246336652","4.47728123962141","-59.6453064305876","-19.770328308327","-148.162626466616","0.0814467866792103"
"84","129","2020-10-08","0.00514855291364895","-0.0322650482578314","-0.00486063160248122","-0.0812972530087797","-0.0387292557763922","-0.218309328307918","4.90563918701281","-50.8835137476649","-19.6756349460392","-147.405079568313","0.215230441746912"
"85","130","2020-05-11","0.00519160880946832","-0.0264397369199246","-0.00468083394750948","-0.0779088734317037","-0.0488925239556843","-0.26023683063029","3.94896066069155","-64.713821317744","-18.4431241120701","-137.544992896561","-0.00484698529220627"
"86","130","2020-10-08","0.00514855291364895","-0.0322650482578314","-0.00486063160248122","-0.0812972530087797","-0.039031497691867","-0.213850748386474","4.66891753154902","-51.5288378023575","-18.471124142108","-137.768993136864","0.158964453358112"
"87","131","2020-05-11","0.00519160880946832","-0.0264397369199246","-0.00468083394750948","-0.0779088734317037","-0.0436163801497532","-0.244128450827205","4.49643049554149","-57.2730758375399","-19.2012962071769","-143.610369657416","0.107191379302295"
"88","131","2020-06-03","0.000960771310404344","-0.0502846575876848","-0.00608785598797953","-0.0852304917933914","-0.0503286624047351","-0.276717963463865","4.22322558511779","-64.8655009529762","-19.8226032928978","-148.580826343182","0.0299727626175872"
"89","131","2020-10-08","0.00514855291364895","-0.0322650482578314","-0.00486063160248122","-0.0812972530087797","-0.0404307658190652","-0.227060200787768","4.59648388871183","-56.067480052693","-19.4115373315179","-145.292298652144","0.166590394663665"
"90","132","2020-05-11","0.00444440287364186","-0.0321002050105975","-0.00543819465271508","-0.0834420479281474","-0.0492367281670776","-0.265760250654745","4.03549195272522","-66.3999741857847","-19.2709847665217","-144.167878132173","0.00369005451341398"
"91","132","2020-06-03","0.000216710353967992","-0.055806486687344","-0.00684206720479337","-0.0906990755894971","-0.0448322492650601","-0.252177248271874","4.24954339474758","-64.4653581763941","-19.855011273056","-148.840090184448","0.0957565492829624"
"92","132","2020-10-08","0.00440137898328358","-0.0378916468591703","-0.00561813503148062","-0.0868119482617427","-0.0448335581118273","-0.249301819892655","4.236645246624","-65.0774101118839","-19.9495968442874","-149.596774754299","0.0866111847285844"
"93","133","2020-05-11","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0386351653121259","-0.212245807650228","4.71274913509418","-49.1603447557155","-17.9969059822304","-133.975247857843","0.156422649649279"
"94","133","2020-06-04","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0442578669196001","-0.252477324499958","4.43683410162128","-61.5254488900381","-20.0735668587822","-150.588534870258","0.124641068700793"
"95","134","2020-05-13","0.00509541065620572","-0.0278263952732614","-0.00472848827529737","-0.0787310524860597","-0.0508394702007223","-0.278932077363888","3.99860353113263","-69.8072311429136","-19.9448446970574","-149.558757576459","0.0141943911051561"
"96","134","2020-06-06","0.000864978053830692","-0.0516373532171076","-0.00614109944298231","-0.0861051432006592","-0.0504353303135462","-0.275111189940442","3.73878007084554","-73.7579542553516","-19.6558627923181","-147.246902338545","0.0214864312528636"
"97","134","2020-10-10","0.00505235888089196","-0.0336434095216774","-0.00490751671385348","-0.0821111170498144","-0.0444982080978974","-0.246879079692322","3.59796868476585","-74.7766948641993","-19.2585397043433","-144.068317634746","0.0794559475427691"
"98","135","2020-05-13","0.00509541065620572","-0.0278263952732614","-0.00472848827529737","-0.0787310524860597","-0.0359320897490504","-0.204649314880138","4.51785096405951","-53.8114192702497","-18.3252981453779","-136.602385163023","0.234057386303115"
"99","135","2020-06-06","0.000864978053830692","-0.0516373532171076","-0.00614109944298231","-0.0861051432006592","-0.0459890401663593","-0.267428594932345","4.62235798924534","-61.7381011056255","-21.2391073053941","-159.912858443153","0.138504707513811"
"100","135","2020-10-10","0.00505235888089196","-0.0336434095216774","-0.00490751671385348","-0.0821111170498144","-0.041296682622868","-0.230915492840719","4.20622212267054","-62.722623780206","-19.1689197764518","-143.351358211615","0.137207600226399"
"101","136","2020-05-13","0.00509541065620572","-0.0278263952732614","-0.00472848827529737","-0.0787310524860597","-0.0327595808657427","-0.190404022539659","5.29073146831549","-44.3820515409561","-20.0725955751398","-150.580764601119","0.401827628235"
"102","136","2020-06-06","0.000864978053830692","-0.0516373532171076","-0.00614109944298231","-0.0861051432006592","-0.0401726722412601","-0.228427421211555","4.44379777302001","-58.5735954269697","-19.2828166257586","-144.262533006069","0.169807744773322"
"103","136","2020-10-10","0.00505235888089196","-0.0336434095216774","-0.00490751671385348","-0.0821111170498144","-0.0327219675393977","-0.192243287974303","4.93632726790183","-51.5976116934004","-20.1058066836058","-150.846453468847","0.396412762003773"
"104","137","2020-05-09","0.00503041352868268","-0.0278573022954676","-0.00481177872871368","-0.0789798356540796","-0.0351328974409475","-0.204898125634786","5.10509850432571","-47.9526058903662","-20.0188524469527","-150.150819575622","0.328351158616026"
"105","137","2020-06-05","0.000800254498313272","-0.0516675032492018","-0.00622202238077962","-0.0863255828853067","-0.0265761084272986","-0.169049144333909","9.02823166716825","-12.1736119784229","21.5648016749855","182.518413399884","-1.8679017719196"
"106","137","2020-10-07","0.00498736453742474","-0.0336741316112876","-0.00499109464016989","-0.0823613518738976","-0.0345220670246003","-0.206126325067263","5.90588234080386","-41.8715295654231","-24.7701122893614","-188.160898314892","0.553932630237322"
"107","154","2020-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
